sFayHCmedi,Chromosome,start,end,pFayHCmedi,FayHCmedi,genes
p14c6.0,6,170000,71820000,0.13223971200238732,0.040205198284794436,"DUSP22, IRF4, EXOC2, HUS1B, FOXQ1, FOXF2, FOXC1, GMDS, MYLK4, WRNIP1, SERPINB1, SERPINB9, SERPINB6, NQO2, RIPK1, BPHL, TUBB2A, TUBB2B, PSMG4, SLC22A23, PXDC1, FAM50B, PRPF4B, FAM217A, C6orf201, ECI2, CDYL, RPP40, LYRM4, PPP1R3G, FARS2, NRN1, F13A1, LY86, RREB1, SSR1, CAGE1, RIOK1, DSP, SNRNP48, BMP6, TXNDC5, BLOC1S5, EEF1E1, SLC35B3, TFAP2A, GCNT2, C6orf52, PAK1IP1, TMEM14C, TMEM14B, MAK, GCM2, SYCP2L, ELOVL2, SMIM13, ERVFRD-1, NEDD9, TMEM170B, ADTRP, HIVEP1, EDN1, PHACTR1, TBC1D7, GFOD1, SIRT5, NOL7, RANBP9, MCUR1, RNF182, CD83, JARID2, DTNBP1, MYLIP, GMPR, ATXN1, STMND1, RBM24, CAP2, FAM8A1, NUP153, KIF13A, NHLRC1, TPMT, KDM1B, DEK, RNF144B, ID4, MBOAT1, E2F3, CDKAL1, SOX4, PRL, HDGFL1, NRSN1, DCDC2, KAAG1, MRS2, GPLD1, ALDH5A1, KIAA0319, TDP2, ACOT13, C6orf62, GMNN, ARMH2, RIPOR2, CARMIL1, SCGN, SLC17A1, H2AC1, H2BC1, SLC17A4, SLC17A3, SLC17A2, TRIM38, H1-1, H3C1, H4C1, H4C2, H3C2, H2AC4, H2BC3, H3C3, H1-2, HFE, H4C3, H1-6, H2BC4, H2AC6, H1-4, H2BC5, H2BC6, H4C4, H3C4, H2AC7, H2BC7, H4C5, H2BC8, H2AC8, H3C6, H1-3, H4C6, H4C7, H3C7, H2BC9, H3C8, H2BC10, H4C8, BTN3A2, BTN2A2, BTN3A1, BTN3A3, BTN2A1, BTN1A1, HMGN4, ABT1, ZNF322, H2BC11, H2AC11, H2BC12, H4C9, H2AC12, PRSS16, POM121L2, ZNF391, ZNF184, H2BC13, H2AC13, H3C10, H2AC14, H2BC14, H4C11, H4C12, H2AC15, H2BC15, H2AC16, H1-5, H3C11, H4C13, H3C12, H2AC17, H2BC17, OR2B2, OR2B6, ZNF165, ZSCAN16, ZKSCAN8, ZSCAN9, ZKSCAN4, NKAPL, ZSCAN26, PGBD1, ZSCAN31, ZKSCAN3, ZSCAN23, GPX6, GPX5, ZBED9, TRIM27, ZNF311, OR2W1, OR2B3, OR2J1, OR2J3, OR2J2, OR14J1, OR5V1, OR12D3, OR11A1, OR10C1, OR2H1, MAS1L, UBD, OR2H2, GABBR1, MOG, ZFP57, HLA-F, HLA-G, HLA-A, POLR1H, PPP1R11, RNF39, TRIM31, TRIM40, TRIM10, TRIM15, TRIM26, TRIM39, TRIM39-RPP21, RPP21, HLA-E, GNL1, PRR3, ABCF1, PPP1R10, MRPS18B, ATAT1, C6orf136, DHX16, PPP1R18, NRM, MDC1, TUBB, FLOT1, IER3, DDR1, GTF2H4, VARS2, SFTA2, MUCL3, MUC21, MUC22, C6orf15, PSORS1C1, CDSN, PSORS1C2, CCHCR1, TCF19, POU5F1, HLA-C, HLA-B, MICA, MICB, MCCD1, DDX39B, ATP6V1G2, NFKBIL1, LTA, TNF, LTB, LST1, NCR3, AIF1, PRRC2A, BAG6, APOM, C6orf47, GPANK1, CSNK2B, LY6G5B, LY6G5C, ABHD16A, LY6G6F, LY6G6F-LY6G6D, LY6G6D, LY6G6C, MPIG6B, DDAH2, CLIC1, MSH5, SAPCD1, VWA7, VARS1, LSM2, HSPA1L, HSPA1A, HSPA1B, NEU1, SLC44A4, EHMT2, C2, ZBTB12, CFB, NELFE, SKIV2L, DXO, STK19, C4A, C4B, CYP21A2, TNXB, ATF6B, FKBPL, PRRT1, PPT2, EGFL8, AGPAT1, RNF5, AGER, PBX2, GPSM3, NOTCH4, TSBP1, BTNL2, HLA-DRA, HLA-DRB5, HLA-DRB1, HLA-DQA1, HLA-DQB1, HLA-DQA2, HLA-DQB2, HLA-DOB, TAP2, PSMB8, TAP1, PSMB9, HLA-DMB, HLA-DMA, BRD2, HLA-DOA, HLA-DPA1, HLA-DPB1, COL11A2, RXRB, SLC39A7, HSD17B8, RING1, VPS52, RPS18, B3GALT4, WDR46, PFDN6, RGL2, TAPBP, ZBTB22, DAXX, KIFC1, PHF1, CUTA, SYNGAP1, ZBTB9, BAK1, ITPR3, UQCC2, IP6K3, LEMD2, MLN, GRM4, HMGA1, SMIM29, NUDT3, RPS10, PACSIN1, SPDEF, ILRUN, SNRPC, UHRF1BP1, TAF11, ANKS1A, TCP11, SCUBE3, ZNF76, DEF6, PPARD, FANCE, RPL10A, TEAD3, TULP1, FKBP5, ARMC12, CLPSL2, CLPSL1, CLPS, LHFPL5, SRPK1, SLC26A8, MAPK14, MAPK13, BRPF3, PNPLA1, BNIP5, ETV7, PXT1, KCTD20, STK38, SRSF3, CDKN1A, RAB44, CPNE5, C6orf89, PPIL1, PI16, MTCH1, FGD2, PIM1, TMEM217, TBC1D22B, RNF8, CMTR1, CCDC167, MDGA1, ZFAND3, BTBD9, GLO1, DNAH8, GLP1R, SAYSD1, KCNK5, KCNK17, KCNK16, KIF6, DAAM2, MOCS1, LRFN2, UNC5CL, TSPO2, APOBEC2, OARD1, NFYA, TREML1, TREM2, TREML2, TREML4, TREM1, NCR2, FOXP4, MDFI, TFEB, PGC, FRS3, PRICKLE4, TOMM6, USP49, MED20, BYSL, CCND3, TAF8, C6orf132, LOC118142757, GUCA1B, MRPS10, TRERF1, UBR2, PRPH2, TBCC, BICRAL, RPL7L1, C6orf226, PTCRA, CNPY3, GNMT, PEX6, MEA1, PPP2R5D, KLHDC3, RRP36, CUL7, MRPL2, KLC4, PTK7, SRF, CUL9, DNPH1, TTBK1, SLC22A7, CRIP3, ZNF318, ABCC10, DLK2, TJAP1, LRRC73, YIPF3, POLR1C, XPO5, POLH, GTPBP2, MAD2L1BP, RSPH9, MRPS18A, VEGFA, MRPL14, TMEM63B, CAPN11, MYMX, SLC29A1, HSP90AB1, SLC35B2, NFKBIE, TMEM151B, TCTE1, AARS2, SPATS1, CDC5L, SUPT3H, RUNX2, CLIC5, ENPP4, ENPP5, RCAN2, CYP39A1, SLC25A27, TDRD6, PLA2G7, ANKRD66, MEP1A, ADGRF5, ADGRF1, TNFRSF21, CD2AP, ADGRF4, OPN5, PTCHD4, MMUT, CENPQ, GLYATL3, C6orf141, RHAG, CRISP2, CRISP3, PGK2, CRISP1, DEFB114, DEFB113, DEFB110, DEFB112, TFAP2D, TFAP2B, PKHD1, IL17A, IL17F, MCM3, PAQR8, EFHC1, TRAM2, TMEM14A, GSTA2, GSTA1, GSTA5, GSTA3, GSTA4, CILK1, FBXO9, GCM1, ELOVL5, GCLC, KLHL31, LRRC1, MLIP, TINAG, FAM83B, HCRTR2, GFRAL, HMGCLL1, BMP5, COL21A1, DST, BEND6, KIAA1586, ZNF451, BAG2, RAB23, PRIM2, KHDRBS2, LGSN, PTP4A1, PHF3, EYS, ADGRB3, LMBRD1, COL19A1, COL9A1, FAM135A, SDHAF4, SMAP1, B3GAT2, OGFRL1"
p14c6.1,6,71815000,71970000,0.9999871230681652,0.3295048604408646,RIMS1
p14c6.2,6,71965000,80840000,0.08607799127462684,0.029384514159495057,"KCNQ5, KHDC1L, KHDC1, DPPA5, KHDC3L, OOEP, DDX43, CGAS, MTO1, EEF1A1, SLC17A5, CD109, COL12A1, COX7A2, TMEM30A, FILIP1, SENP6, MYO6, IMPG1, HTR1B, MEI4, IRAK1BP1, PHIP, HMGN3, LCA5, SH3BGRL2, ELOVL4, TTK, BCKDHB"
p14c6.3,6,80835000,80900000,3.509977132648793e-14,-0.5888932537209887,
p14c6.4,6,80895000,95280000,0.15411855296478244,0.033070037574026614,"TENT5A, IBTK, TPBG, UBE3D, DOP1A, PGM3, RWDD2A, ME1, PRSS35, SNAP91, RIPPLY2, CYB5R4, MRAP2, CEP162, TBX18, NT5E, SNX14, SYNCRIP, HTR1E, CGA, ZNF292, GJB7, SMIM8, C6orf163, CFAP206, SLC35A1, RARS2, ORC3, AKIRIN2, SPACA1, CNR1, RNGTT, PNRC1, PM20D2, SRSF12, GABRR1, GABRR2, UBE2J1, RRAGD, ANKRD6, LYRM2, MDN1, GJA10, BACH2, MAP3K7, EPHA7"
p14c6.5,6,95275000,95590000,0.9999545944131942,0.24742234763814186,MANEA
p14c6.6,6,95585000,105485000,0.11521619626563645,0.026351212858079703,"FUT9, UFL1, FHL5, GPR63, NDUFAF4, KLHL32, MMS22L, POU3F2, FBXL4, FAXC, COQ3, PNISR, TSTD3, USP45, CCNC, PRDM13, MCHR2, SIM1, ASCC3, GRIK2, HACE1, LIN28B, BVES, POPDC3, PREP"
p14c6.7,6,105480000,105950000,0.9991516264550868,0.20932822960762187,
p14c6.8,6,105945000,109170000,0.514372660634739,0.0423167023746513,"PRDM1, ATG5, CRYBG1, RTN4IP1, QRSL1, CD24, MTRES1, BEND3, PDSS2, SOBP, SCML4, SEC63, OSTM1, NR2E1, SNX3, AFG1L, FOXO3, ARMC2, SESN1, CEP57L1"
p14c6.9,6,109165000,109225000,1.7242091792999946e-10,-0.47127803190377765,
p14c6.10,6,109220000,110280000,0.06163261300631786,-0.012505833909651628,"CD164, PPIL6, SMPD2, MICAL1, ZBTB24, AK9, FIG4, GPR6, WASF1, CDC40, METTL24"
p14c6.11,6,110275000,110640000,0.999979560847368,0.24613153755862743,"DDO, SLC22A16, CDK19"
p14c6.12,6,110635000,124000000,0.10956196728930612,0.034773023882929494,"AMD1, GTF3C6, RPF2, SLC16A10, MFSD4B, REV3L, TRAF3IP2, FYN, CCN6, TUBE1, FAM229B, LAMA4, RFPL4B, MARCKS, HDAC2, HS3ST5, FRK, NT5DC1, COL10A1, TSPYL4, DSE, TSPYL1, CALHM6, TRAPPC3L, CALHM5, CALHM4, RWDD1, RSPH4A, ZUP1, KPNA5, FAM162B, GPRC6A, RFX6, VGLL2, ROS1, DCBLD1, GOPC, NUS1, SLC35F1, CEP85L, PLN, MCM9, ASF1A, FAM184A, MAN1A1, TBC1D32, GJA1, HSF2, SERINC1, PKIB, FABP7, SMPDL3A, CLVS2, TRDN, NKAIN2"
p14c6.13,6,123995000,124105000,0.9999999913437764,0.43862009329530427,
p14c6.14,6,124100000,126240000,0.7166447530399639,0.076878407439426,"RNF217, TPD52L1, HDDC2, HEY2, NCOA7, HINT3, TRMT11"
p14c6.15,6,126235000,128340000,0.020581292983347273,-0.0020417765152313085,"CENPW, RSPO3, RNF146, ECHDC1, KIAA0408, SOGA3, C6orf58, THEMIS, PTPRK"
p14c6.16,6,128335000,129605000,0.999975380440418,0.19423950032648996,"LAMA2, ARHGAP18"
p14c6.17,6,129600000,171050000,0.1544571210757804,0.036740576072517336,"TMEM244, L3MBTL3, SAMD3, TMEM200A, SMLR1, EPB41L2, AKAP7, ARG1, MED23, ENPP3, OR2A4, CTAGE9, ENPP1, CCN2, MOXD1, STX7, TAAR9, TAAR8, TAAR6, TAAR5, TAAR2, TAAR1, VNN1, VNN2, SLC18B1, RPS12, EYA4, TCF21, TBPL1, SLC2A12, SGK1, ALDH8A1, HBS1L, MYB, AHI1, PDE7B, MTFR2, BCLAF1, MAP7, MAP3K5, PEX7, SLC35D3, IL20RA, IL22RA2, IFNGR1, OLIG3, TNFAIP3, PERP, ARFGEF3, PBOV1, HEBP2, NHSL1, CCDC28A, ECT2L, REPS1, ABRACL, HECA, TXLNB, CITED2, NMBR, GJE1, VTA1, ADGRG6, HIVEP2, AIG1, ADAT2, PEX3, FUCA2, PHACTR2, LTV1, ZC2HC1B, PLAGL1, SF3B5, STX11, UTRN, EPM2A, FBXO30, SHPRH, GRM1, RAB32, STXBP5, SAMD5, SASH1, UST, TAB2, SUMO4, ZC3H12D, PPIL4, GINM1, KATNA1, LATS1, NUP43, PCMT1, LRP11, RAET1E, RAET1G, ULBP2, ULBP1, RAET1L, ULBP3, PPP1R14C, IYD, PLEKHG1, MTHFD1L, AKAP12, ZBTB2, RMND1, ARMT1, CCDC170, ESR1, SYNE1, MYCT1, VIP, FBXO5, MTRF1L, RGS17, OPRM1, IPCEF1, CNKSR3, SCAF8, TIAM2, TFB1M, CLDN20, NOX3, ARID1B, TMEM242, ZDHHC14, SNX9, SYNJ2, SERAC1, GTF2H5, TULP4, TMEM181, DYNLT1, SYTL3, EZR, RSPH3, TAGAP, FNDC1, SOD2, WTAP, ACAT2, TCP1, MRPL18, PNLDC1, MAS1, IGF2R, SLC22A1, SLC22A2, SLC22A3, LPA, PLG, MAP3K4, AGPAT4, PRKN, PACRG, QKI, C6orf118, PDE10A, TBXT, PRR18, SFT2D1, MPC1, RPS6KA2, RNASET2, CEP43, CCR6, GPR31, UNC93A, TTLL2, AFDN, KIF25, FRMD1, DACT2, SMOC2, THBS2, WDR27, C6orf120, PHF10, DYNLT2, ERMARD, DLL1, FAM120B, PSMB1, TBP, PDCD2"
p14c7.0,7,50000,19065000,0.480388790990336,0.03997714066932755,"FAM20C, PDGFA, PRKAR1B, DNAAF5, SUN1, GET4, ADAP1, COX19, C7orf50, CYP2W1, GPR146, GPER1, ZFAND2A, UNCX, MICALL2, INTS1, MAFK, TMEM184A, PSMG3, ELFN1, MAD1L1, MRM2, NUDT1, SNX8, EIF3B, CHST12, LFNG, BRAT1, IQCE, TTYH3, AMZ1, GNA12, CARD11, SDK1, FOXK1, AP5Z1, RADIL, PAPOLB, MMD2, RBAK, WIPI2, SLC29A4, TNRC18, FBXL18, ACTB, FSCN1, RNF216, OCM, CCZ1, RSPH10B, PMS2, AIMP2, EIF2AK1, ANKRD61, USP42, CYTH3, FAM220A, RAC1, DAGLB, KDELR2, GRID2IP, ZDHHC4, C7orf26, ZNF853, ZNF316, ZNF12, RSPH10B2, CCZ1B, C1GALT1, COL28A1, MIOS, RPA3, UMAD1, GLCCI1, ICA1, NXPH1, NDUFA4, PHF14, THSD7A, TMEM106B, VWDE, SCIN, ARL4A, ETV1, DGKB, AGMO, MEOX2, SOSTDC1, LRRC72, ANKMY2, BZW2, TSPAN13, AGR2, AGR3, AHR, SNX13, PRPS1L1, HDAC9"
p14c7.1,7,19060000,19125000,0.9999999822506022,0.47268560250525943,TWIST1
p14c7.2,7,19120000,30250000,0.05918787248671414,0.028210316233899226,"FERD3L, POLR1F, TMEM196, MACC1, ITGB8, ABCB5, SP8, SP4, DNAH11, CDCA7L, RAPGEF5, STEAP1B, IL6, TOMM7, FAM126A, KLHL7, NUP42, GPNMB, MALSU1, IGF2BP3, TRA2A, CCDC126, FAM221A, STK31, NPY, MPP6, GSDME, OSBPL3, CYCS, C7orf31, NPVF, NFE2L3, HNRNPA2B1, CBX3, SNX10, SKAP2, HOXA1, HOXA2, HOXA3, HOXA4, HOXA5, HOXA6, HOXA7, HOXA9, HOXA10, HOXA11, HOXA13, EVX1, HIBADH, TAX1BP1, JAZF1, CREB5, TRIL, CPVL, CHN2, PRR15, WIPF3, SCRN1, FKBP14, PLEKHA8, MTURN"
p14c7.3,7,30245000,30475000,0.9997733453945423,0.31806421106927957,"ZNRF2, NOD1"
p14c7.4,7,30470000,42385000,0.20608290172869587,0.03462601624439311,"GGCT, GARS1, CRHR2, INMT, MINDY4, AQP1, GHRHR, ADCYAP1R1, NEUROD6, ITPRID1, PDE1C, PPP1R17, LSM5, AVL9, KBTBD2, FKBP9, NT5C3A, RP9, BBS9, BMPER, NPSR1, DPY19L1, TBX20, HERPUD2, SEPTIN7, EEPD1, KIAA0895, ANLN, AOAH, ELMO1, GPR141, NME8, SFRP4, EPDR1, STARD3NL, AMPH, VPS41, YAE1, RALA, CDK13, MPLKIP, SUGCT, INHBA, GLI3"
p14c7.5,7,42380000,43005000,0.990090233822751,0.18908708103647526,"C7orf25, PSMA2, MRPL32"
p14c7.6,7,43000000,108470000,0.04528492468611325,0.029956352391988728,"HECW1, STK17A, COA1, BLVRA, MRPS24, URGCP, UBE2D4, SPDYE1, DBNL, PGAM2, POLM, AEBP1, POLD2, MYL7, GCK, YKT6, CAMK2B, NUDCD3, NPC1L1, DDX56, TMED4, OGDH, ZMIZ2, PPIA, H2AZ2, PURB, MYO1G, CCM2, NACAD, TBRG4, RAMP3, ADCY1, IGFBP1, IGFBP3, TNS3, PKD1L1, HUS1, SUN3, C7orf57, UPP1, ABCA13, VWC2, ZPBP, SPATA48, IKZF1, FIGNL1, DDC, GRB10, COBL, POM121L12, VSTM2A, SEC61G, EGFR, LANCL2, VOPP1, SEPTIN14, ZNF713, MRPS17, NIPSNAP2, PSPH, CCT6A, SUMF2, PHKG1, CHCHD2, NUPR2, ZNF479, ZNF716, ZNF727, ZNF735, ZNF679, ZNF736, ZNF680, ZNF107, ZNF138, ZNF273, ZNF117, ERV3-1, ZNF92, VKORC1L1, GUSB, ASL, CRCP, TPST1, KCTD7, RABGEF1, TMEM248, SBDS, TYW1, AUTS2, GALNT17, CALN1, TYW1B, POM121, TRIM74, NSUN5, TRIM50, FKBP6, FZD9, BAZ1B, BCL7B, TBL2, MLXIPL, VPS37D, DNAJC30, BUD23, STX1A, ABHD11, CLDN3, CLDN4, METTL27, TMEM270, ELN, LIMK1, EIF4H, LAT2, RFC2, CLIP2, GTF2IRD1, GTF2I, NCF1, GTF2IRD2, CASTOR2, RCC1L, GTF2IRD2B, TRIM73, POM121C, SPDYE5, HIP1, CCL26, CCL24, RHBDD2, POR, TMEM120A, STYXL1, MDH2, HSPB1, YWHAG, SSC4D, ZP3, DTX2, UPK3B, SPDYE16, POMZP3, CCDC146, FGL2, GSAP, PTPN12, RSBN1L, TMEM60, PHTF2, MAGI2, GNAI1, GNAT3, CD36, SEMA3C, HGF, CACNA2D1, PCLO, SEMA3E, SEMA3A, SEMA3D, GRM3, ELAPOR2, DMTF1, TMEM243, CROT, ABCB4, ABCB1, RUNDC3B, SLC25A40, DBF4, ADAM22, SRI, STEAP4, ZNF804B, TEX47, STEAP1, STEAP2, CFAP69, GTPBP10, CLDN12, CDK14, FZD1, MTERF1, AKAP9, CYP51A1, LRRD1, KRIT1, ANKIB1, GATAD1, ERVW-1, PEX1, RBM48, FAM133B, CDK6, SAMD9, SAMD9L, HEPACAM2, VPS50, CALCR, TFPI2, GNGT1, GNG11, BET1, COL1A2, CASD1, SGCE, PEG10, PPP1R9A, PON1, PON3, PON2, ASB4, PDK4, DYNC1I1, SLC25A13, SEM1, DLX6, DLX5, SDHAF3, TAC1, ASNS, OCM2, LMTK2, BHLHA15, TECPR1, BRI3, BAIAP2L1, NPTX2, TMEM130, TRRAP, SMURF1, KPNA7, ARPC1A, ARPC1B, PDAP1, BUD31, PTCD1, CPSF4, ATP5MF, ZNF789, ZNF394, ZKSCAN5, FAM200A, ZNF655, TMEM225B, ZSCAN25, CYP3A5, CYP3A7-CYP3A51P, CYP3A7, CYP3A4, CYP3A43, OR2AE1, TRIM4, GJC3, AZGP1, ZKSCAN1, ZSCAN21, ZNF3, COPS6, MCM7, AP4M1, TAF6, CNPY4, MBLAC1, LAMTOR4, TRAPPC14, GAL3ST4, GPC2, STAG3, PVRIG, SPDYE3, PILRB, PILRA, ZCWPW1, MEPCE, PPP1R35, C7orf61, TSC22D4, NYAP1, AGFG2, SAP25, LRCH4, FBXO24, PCOLCE, MOSPD3, TFR2, ACTL6B, GNB2, GIGYF1, POP7, EPO, ZAN, EPHB4, SLC12A9, TRIP6, SRRT, UFSP1, ACHE, MUC3A, MUC12, MUC17, TRIM56, SERPINE1, AP1S1, VGF, NAT16, MOGAT3, PLOD3, ZNHIT1, CLDN15, FIS1, IFT22, COL26A1, MYL10, CUX1, SH2B2, SPDYE6, PRKRIP1, ORAI2, ALKBH4, LRWD1, POLR2J, RASA4B, UPK3BL2, POLR2J3, SPDYE2, RASA4, POLR2J2, UPK3BL1, SPDYE2B, FAM185A, FBXL13, LRRC17, ARMC10, NAPEPLD, PMPCB, DNAJC2, PSMC2, SLC26A5, RELN, ORC5, KMT2E, SRPK2, PUS7, RINT1, EFCAB10, ATXN7L1, CDHR3, SYPL1, NAMPT, CCDC71L, PIK3CG, PRKAR2B, HBP1, COG5, GPR22, DUS4L, BCAP29, SLC26A4, CBLL1, SLC26A3, DLD, LAMB1, LAMB4, NRCAM"
p14c7.7,7,108465000,108525000,0.9999999975425097,0.4915670137876065,PNPLA8
p14c7.8,7,108520000,113345000,0.8175278525123972,0.06515824489989658,"THAP5, DNAJB9, IMMP2L, LRRN3, DOCK4, ZNF277, IFRD1, LSMEM1, TMEM168, BMT2, GPR85, SMIM30"
p14c7.9,7,113340000,118910000,0.11592216842582914,0.015173941824127127,"PPP1R3A, FOXP2, MDFIC, TFEC, TES, CAV2, CAV1, MET, CAPZA2, ST7, WNT2, ASZ1, CFTR, CTTNBP2, LSM8, ANKRD7"
p14c7.10,7,118905000,119070000,0.9999992146985924,0.38436116795751557,
p14c7.11,7,119065000,121025000,0.9991442877414576,0.13834171348873928,"KCND2, TSPAN12, ING3, CPED1"
p14c7.12,7,121020000,137145000,0.2632177990312139,0.034723583008410136,"WNT16, FAM3C, PTPRZ1, AASS, FEZF1, CADPS2, RNF133, RNF148, TAS2R16, SLC13A1, IQUB, NDUFA5, ASB15, LMOD2, WASL, HYAL4, SPAM1, TMEM229A, GPR37, POT1, GRM8, ZNF800, GCC1, ARF5, FSCN3, SND1, LRRC4, LEP, RBM28, PRRT4, IMPDH1, HILPDA, METTL2B, FAM71F2, FAM71F1, CALU, OPN1SW, CCDC136, FLNC, ATP6V1F, ATP6V1FNB, IRF5, TNPO3, TSPAN33, SMO, AHCYL2, STRIP2, SMKR1, NRF1, UBE2H, ZC3HC1, KLHDC10, TMEM209, SSMEM1, CPA2, CPA4, CPA5, CPA1, CEP41, MEST, COPG2, TSGA13, KLF14, MKLN1, PODXL, PLXNA4, CHCHD3, EXOC4, LRGUK, SLC35B4, AKR1B1, AKR1B10, AKR1B15, BPGM, CALD1, AGBL3, CYREN, TMEM140, WDR91, STRA8, CNOT4, NUP205, STMP1, SLC13A4, FAM180A, MTPN, LUZP6, CHRM2"
p14c7.13,7,137140000,137370000,0.9999395719384634,0.2970229429976725,PTN
p14c7.14,7,137365000,142480000,0.908232993605693,0.05310517943058199,"DGKI, CREB3L2, AKR1D1, TRIM24, SVOPL, ATP6V0A4, TMEM213, KIAA1549, ZC3HAV1L, ZC3HAV1, TTC26, UBN2, FMC1, LUC7L2, FMC1-LUC7L2, KLRG2, CLEC2L, HIPK2, TBXAS1, PARP12, KDM7A, SLC37A3, RAB19, MKRN1, DENND2A, ADCK2, NDUFB2, BRAF, MRPS33, TMEM178B, AGK, DENND11, WEE2, SSBP1, TAS2R3, TAS2R4, TAS2R5, PRSS37, OR9A4, CLEC5A, TAS2R38, MGAM, MGAM2, PRSS58"
p14c7.15,7,142475000,142845000,0.9999485921412348,0.2461612361507916,"MTRNR2L6, PRSS1, PRSS2"
p14c7.16,7,142840000,159125000,0.9396931468233392,0.05600814880026089,"EPHB6, TRPV6, TRPV5, LLCFC1, KEL, OR9A2, OR6V1, PIP, TAS2R39, TAS2R40, GSTK1, TMEM139, CASP2, CLCN1, FAM131B, ZYX, EPHA1, TAS2R60, TAS2R41, CTAGE15, TCAF2, CTAGE6, TCAF1, OR2F2, OR6B1, OR2A5, OR2A25, OR2A12, OR2A2, OR2A14, CTAGE4, ARHGEF35, OR2A42, OR2A7, CTAGE8, OR2A1, ARHGEF5, NOBOX, TPK1, CNTNAP2, C7orf33, CUL1, EZH2, PDIA4, ZNF786, ZNF425, ZNF398, ZNF282, ZNF212, ZNF783, ZNF777, ZNF746, KRBA1, ZNF467, ZNF862, ATP6V0E2, ACTR3C, LRRC61, ZBED6CL, RARRES2, REPIN1, ZNF775, GIMAP8, GIMAP7, GIMAP4, GIMAP6, GIMAP2, GIMAP1, GIMAP5, TMEM176B, TMEM176A, AOC1, KCNH2, NOS3, ATG9B, ABCB8, ASIC3, CDK5, SLC4A2, FASTK, TMUB1, AGAP3, GBX1, ASB10, IQCA1L, ABCF2-H2BE1, ABCF2, CHPF2, SMARCD3, NUB1, WDR86, CRYGN, RHEB, PRKAG2, GALNTL5, GALNT11, KMT2C, XRCC2, ACTR3B, DPP6, PAXIP1, HTR5A, INSIG1, EN2, CNPY1, RBM33, SHH, RNF32, LMBR1, NOM1, MNX1, UBE3C, DNAJB6, PTPRN2, NCAPG2, ESYT2, DYNC2I1, VIPR2"
p14c8.0,8,25000,23870000,0.4445947097124197,0.041105804933161516,"OR4F21, ZNF596, FBXO25, TDRP, ERICH1, DLGAP2, CLN8, ARHGEF10, KBTBD11, MYOM2, CSMD1, MCPH1, ANGPT2, AGPAT5, XKR5, DEFB1, DEFA6, DEFA4, DEFA1, DEFA1B, DEFA3, DEFA5, USP17L1, USP17L4, ZNF705G, DEFB4B, DEFB103B, SPAG11B, DEFB104B, DEFB106B, DEFB105B, DEFB107B, PRR23D1, PRR23D2, DEFB107A, DEFB105A, DEFB106A, DEFB104A, SPAG11A, DEFB103A, DEFB4A, ZNF705B, USP17L8, USP17L3, PRAG1, CLDN23, MFHAS1, ERI1, PPP1R3B, TNKS, MSRA, PRSS55, RP1L1, C8orf74, SOX7, PINX1, XKR6, MTMR9, SLC35G5, FAM167A, BLK, GATA4, NEIL2, FDFT1, CTSB, DEFB136, DEFB135, DEFB134, DEFB130B, ZNF705D, USP17L7, USP17L2, FAM86B1, DEFB130A, FAM86B2, LONRF1, TRMT9B, DLC1, C8orf48, SGCZ, TUSC3, MSR1, FGF20, MICU3, ZDHHC2, CNOT7, VPS37A, MTMR7, SLC7A2, PDGFRL, MTUS1, FGL1, PCM1, ASAH1, NAT1, NAT2, PSD3, SH2D4A, CSGALNACT1, INTS10, LPL, SLC18A1, ATP6V1B2, LZTS1, GFRA2, DOK2, XPO7, NPM2, FGF17, DMTN, FAM160B2, NUDT18, HR, REEP4, LGI3, SFTPC, BMP1, PHYHIP, POLR3D, PIWIL2, SLC39A14, PPP3CC, SORBS3, PDLIM2, C8orf58, CCAR2, BIN3, EGR3, PEBP4, RHOBTB2, TNFRSF10B, TNFRSF10C, TNFRSF10D, TNFRSF10A, CHMP7, R3HCC1, LOXL2, ENTPD4, SLC25A37, NKX3-1, STC1"
p14c8.1,8,23865000,24095000,0.9999640850518936,0.3174716810973849,
p14c8.2,8,24090000,34585000,0.7373836370020802,0.05306028002794181,"ADAM28, ADAMDEC1, ADAM7, NEFM, NEFL, DOCK5, GNRH1, KCTD9, CDCA2, EBF2, PPP2R2A, BNIP3L, PNMA2, DPYSL2, ADRA1A, STMN4, TRIM35, PTK2B, CHRNA2, EPHX2, CLU, SCARA3, CCDC25, ESCO2, PBK, SCARA5, NUGGC, ELP3, PNOC, ZNF395, FBXO16, FZD3, EXTL3, INTS9, HMBOX1, KIF13B, DUSP4, SARAF, LEPROTL1, MBOAT4, DCTN6, RBPMS, GTF2E2, SMIM18, GSR, UBXN8, PPP2CB, TEX15, PURG, WRN, NRG1, FUT10, MAK16, TTI2, RNF122, DUSP26"
p14c8.3,8,34580000,34780000,0.9998767721869105,0.273715459477499,
